0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",20306,Swimming with Sharks,6.7,Benicio del Toro
32,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",36614,The Sum of Us,6.0,Russell Crowe
0,"[{'id': 35, 'name': 'Comedy'}]",27993,Senior Trip,5.7,Jeremy Renner
38000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",193,Star Trek: Generations,6.4,Patrick Stewart
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",46797,Tom & Viv,5.8,Willem Dafoe
11000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1587,What's Eating Gilbert Grape,7.5,Leonardo DiCaprio
11000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1587,What's Eating Gilbert Grape,7.5,Johnny Depp
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",9271,Virtuosity,5.4,Denzel Washington
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",9271,Virtuosity,5.4,Russell Crowe
0,"[{'id': 18, 'name': 'Drama'}]",19855,The War,6.3,Kevin Costner
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",3049,Ace Ventura: Pet Detective,6.4,Jim Carrey
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",11382,Bullets Over Broadway,7.0,John Cusack
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9331,Clear and Present Danger,6.4,Harrison Ford
62000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9331,Clear and Present Danger,6.4,Willem Dafoe
45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10731,The Client,6.4,Tommy Lee Jones
45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",10731,The Client,6.4,William H. Macy
0,"[{'id': 18, 'name': 'Drama'}]",29973,Cobb,6.1,Tommy Lee Jones
46000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",888,The Flintstones,5.0,John Goodman
55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13,Forrest Gump,8.2,Tom Hanks
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10660,It Could Happen to You,6.1,Stanley Tucci
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10660,It Could Happen to You,6.1,Nicolas Cage
45000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",8587,The Lion King,8.0,Jeremy Irons
35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1689,Little Buddha,6.0,Keanu Reeves
23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",854,The Mask,6.6,Jim Carrey
0,"[{'id': 18, 'name': 'Drama'}]",23333,Mrs. Parker and the Vicious Circle,6.3,Stanley Tucci
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12280,The Paper,6.1,Robert Duvall
11500000,"[{'id': 18, 'name': 'Drama'}]",2788,Reality Bites,6.5,Ben Stiller
8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10427,Red Rock West,6.4,Nicolas Cage
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1637,Speed,6.8,Keanu Reeves
0,"[{'id': 14, 'name': 'Fantasy'}]",10395,Wolf,6.0,Christopher Plummer
63000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",12160,Wyatt Earp,6.5,Kevin Costner
7000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",22067,Jason's Lyric,5.9,Forest Whitaker
34000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10436,The Age of Innocence,7.0,Daniel Day-Lewis
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",13595,Airheads,5.8,Steve Buscemi
40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",46924,Being Human,5.0,Ewan McGregor
40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",46924,Being Human,5.0,William H. Macy
0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",178,Blown Away,6.0,Tommy Lee Jones
0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",178,Blown Away,6.0,Jeff Bridges
0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",178,Blown Away,6.0,Forest Whitaker
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",57834,Blue Sky,6.1,Tommy Lee Jones
